Entry,start,end,sequence_sha256
Q9ZLI6,0,422,10d797a106bd2a703a00b71aeeaa5f144635966a63df837f0c0bc5b18f8232c8
Q5QCP2,0,365,bfbe4dc65b925c27b4c74885f844f8918b3c858a624a2d810164a694ee8d750d
A8FRR0,0,546,df1d3feac5f63b12b8b6c4be5342ffc827adf8d87888b50007fc519895705adf
A0KGY4,0,547,264150591d8d0adb3eb4cd092287a87772ae28f94ef8851167982c00b9473ebb
B4EUL1,0,548,9992e33f3ae4def0c86563610d34b7107577627141dc78595dbc939d00e1b830
Q4K884,0,583,a174d87658df1326c7d8a28caf55bf5ad7b800d74aac93c82e4622cb00d0a1de
Q8D339,0,562,a73ba022d8a6a4854b81b155e7411956c6c36fbc8ea919a50b7fe45d253b7322
A8G797,0,253,c3c6a73781606fc57ea5324d297d2d401210631165aee16dc23a08bc66734331
Q93TM8,0,255,e182ff2d11264a80810d7f045530dc092424505dfd188ef12fb49e21e286044a
Q9K4U5,0,257,01182c228f94c82d850ec3a44641e73b382c52342eb661163da50b2113507769
I6YEE1,0,324,75279528b42ef1413eab1177636c2976aebcb03d14a5177bbd9620dbb158c39e
Q32JF8,0,143,0aa1d88ddf65b97ca4a0cede45634b399ef2d050c66062676938ae60c4a11ef5
B3GW58,0,313,614827457a30c524ba9baf8a903d56b4eb8a2bea2cf45add4bd06fa857a6a757
B5Y6G9,0,302,c71f4b9e6f1a9fa05f6d0f328f27d4fb482d2a3175d30b1d922a1f9a59cac08e
Q1M4T3,0,309,bdd53bd7617c8e6af17cc0d88b6cec43dde7f101f46945e6aa1c46d8e720c8e1
A5IMC0,0,284,5dbc806a79721c903777505cc8d056bfe64c7631e631c1bcbe1e7135335b9f05
A8GG79,0,366,d20dbf88a053f68208d1d53dfd2275c78b8f0c7c014ba77e28a1b36d30815c68
P54923,0,362,0815828b91d7ee4e3622a6236317532b22d2a86c3c8029ac2cb020791be92831
Q54H71,0,392,97a294d13e659551c600c52a6c3e7a7583cd0162399bbfd466301143b3a83702
Q3SSH7,0,255,46f8df5afb48cf0ffc303478feee567e29913eaa0207a0d71bfbf4de52f3836d
Q0I195,0,247,c20ab8aa3d10f58441653360cf88d3c6cdf9e1da94c5a56597b2da9ac0bc9d72
Q53WG6,0,250,4bfef87d6bac1c73e6d930f035f4c78dd424c93e7a91f888974df64a8d566b0a
B9DKJ7,0,252,1e14798ebb0b3ce9a963e0d5e75a59c8832bca9ad3d02447bb9af04679978de0
P0AAV4,0,218,1c64b91545a57a9b42622d55763554950519caeb2daf5b2c8f7fbca5ec980890
P44298,0,309,3fa958ae57c8de0da3a1779ae381042181c32ffb148a326bc12434ab06ca7a0a
P60495,0,240,077ef85f9093031bc5512d2bc347946dbf81001263fafef59d80f99d3ec64846
P75745,0,310,b6ffab68eafe0f419c776004c744e80ba3809b1f3bfa95656460592e7a0e6ed1
B5FNE9,0,244,45ab9e393ea057622f056e50d2da56c2d8b9ebbaa1636bab1093023fd1c7c9df
Q7WY77,0,335,261269a44bdb5e4ebe492d4eb8b7dc5783690e9ae76d57f82153ee20130ad5e4
Q8XRC2,0,260,2968afa16f53a2c2282f035a451d3284654dd91c75e5d28c03aba44e4a1977e8
Q9RL45,0,250,ca87209d9a3b9a70df1575cc77859b17bd04d13e7a76cf91a021f15a40f94890
Q1QYS2,0,250,ed42510cfb72589997429159d182263d2bbd8b86b594431389d0a7239664cd0b
Q12385,0,394,d6f3421b1c838b7697fcd557a2de87192f80575f9e1e5d266c570bafcdbde1c5
Q8GXU8,0,356,89d5a41bafde506ef6fd953d756e67c635bcc5ab8a774744fcdea13a85e6782c
A8J0J0,0,332,b5a444f15e41c4878ae47039cecc04d2634d86d512c3f27889060d48e84e70fc
Q9US27,0,300,db94313aecfa6eb2505ca5e825189200676f4361ff3e8df8347621be7e7059d0
Q59188,0,250,a09c5a28e17f51b86c9678b86772f0755dcc678ca800f50cd9c6260d3f13ae80
Q9XFW4,0,390,c8911b1d942df4019607ecaa5f9fe4cf0886fc219ec1f6f92adc27d7b25a5f63
O42916,0,509,9a403bcaf481777c86abd91569f1cc5efd9719b118a12585daedd815b24597ac
Q9NUQ2,0,364,11d89cdac97c27ba3db8591fd8eecb8d3df53b4968fce1802d3c5a05817f0cc3
Q06508,0,300,ca75b04a7625abb57fb11be3c133c5a44a5af3640016acf6e49fdb9fa18b2cbe
Q502J0,0,529,8c68bf2b9c8c160154607d139049ada57d927bdd1799c6f5282d78baaee0d6f5
Q924S1,0,378,a883880f421c97f4949208e80f869fc687f14da6ea45492113dc201588136587
P0A257,0,245,132642e742c5d1ca564e8a006436dc1bc22cd533ab63a026dc112c97b7ec0660
P75479,0,266,3848415bd46ef1807da1882a27fab6f419188c11083ed5b5ad9dcb432b9a2b39
Q9JU41,0,255,64db67cec6057d163d554c7b2010df526245d7e43d6b6ad3a25c56af1c624e28
Q93841,0,262,0b9426c0ea0105321ee332b6bb86e754bf23054cab37fc067d2388fea01d9357
Q9ZJN8,0,237,3953ff05894a589a7cfaf4e33bfae0ca8c995680946de47fd51e10b20e85ab7b
Q9I7C1,0,257,e9fa7e21e7184888dfd58cc759a1387ac95505d5914b6283570ef67f341534b3
Q11087,0,391,f7a75d7547da59f3f357ccbc283cd7bf5a9960d485d2de56b14a4f850c2ff26a
Q42870,0,281,e2d80231245b0e8d74f92b652c1ba711b3b0578b013f80d8cca94537cbd8bf99
Q8WTS1,0,349,66f1b211b727bc30ceeb8ac4ed4f98e0317d4d762c5d820bc285545e915a202d
Q95JH0,0,287,6307a6e06a748f6e2d669976617eec1fecfeed0afc0dc45a57dfa99ae04c7007
P9WGC5,0,387,6d649ae8b5f6f1fe51d7cd7c8aa5dce3435df328a0d40f6f71df6e1e55316798
B3FHP0,0,416,2a6c341872d0dd56770e72addb9d692eb47889bc64d53216ffff72df2abb692d
A1RTB8,0,382,8bc6ee49892e3a19fd9d4fc065f8e4d32607017a4a4383832462490da6d5da54
C1A8X8,0,381,cab4e42ffeee7252f74d5c77e17b87deb45fc3c7f69f4ef52f504eed90af43d0
O28732,0,382,97b6e85bcff6c277ab8366e497f892acb70edda86bd98b2a963f2073d2de3fca
P53312,0,427,314306be16180643f94dbd9f05cf95999e5759017ce18a00fd30ea010ab16047
Q6GHI9,0,302,91421d95c254dd1a8bbb656a71b1a7598e28e078f27599630316121ee97790ea
Q03184,0,407,b2f5b3ca9b16050a35dbf75267b44e2903d0e077308c1cacdd274ce5a828e17e
Q819X0,0,386,7ca04e986e9fed8d741dadb49ab6999abf96f7138a5769369349b279d9308d42
O82662,0,421,3bb0a18851195cd18d21d3fcd06d36a1cdee23a5f6cac077c5a63370ed1c1b56
Q5V4Q4,0,382,db7909e399b9a24aa42534df4fc03378e58532788fa87588ec3292e0170f4f79
Q6MBM7,0,389,202a1659ecbb8a7e3e795c703461645ab9eb02d43fa939431e60463879423958
Q5LCW4,0,382,cbeab30d87d3cd5665fb45d990e513da316a41a5b7f8e07f0707431be77687b4
A8MA42,0,181,49be7e2eb3f27899ec771889d501e793068754502eb7b59f5409b3fa996a0813
B1L5W9,0,172,36ff816821937937bce3304243cbe4a385dc6ff94001378f7189a0463566aa51
Q6D0A1,0,179,736cf642b04ae5a6b67d519316757ef1ba23ac05937a152a9633ad32fff75871
O29361,0,169,7c2358d8e32730c8b09ca4f079bac4faf1e1edb96d17707045bd1bcb546ce5e7
Q0HM78,0,179,d3313ebcbd431f13a11609a4da05f1338c0dfdb577c9600d396a5bcb546b08d5
Q5JJ32,0,178,bb57022ab668eef47a073d16f61f3303275a91fb1719b3f08bfc300e95100617
Q57709,0,179,4cbc7f13b5329b118d9ce1f081b56b65d6f1f2a45085797dbcedc2a3240e5d24
Q6LUG1,0,174,2a972dd207cfe8825595744ecf17d33ad874fa636a5684851f9486fbf7c3fec6
Q8EP79,0,170,64334625e08d03253a3659b07b7729809c82ed77c5d19fd90ba61c8b8fbaefa2
Q8ZUF6,0,178,0df0ec8971492f52ee2ea5b30618874ab6267c267df46095024d1be86eb7dc30
C3MJC4,0,176,af2bb57da08f9f1561b070a80c506d59c79ebe953f38e6abdaf18e717da372ba
Q9YDY1,0,197,a5ecf10200f7787cf8b03bf34d50cc366abe10fe058eda7ee2feb04fb4411aa7
B1GYY3,0,306,5d1296de333233ee011e4a8544adbb7d80f6f7f873f91a05f78e8492adb37993
Q0W8E1,0,301,b714da44884a16f909ac3b957a08b136f6a682cf1c2cf5eeae6a030a36535638
O29513,0,299,145dfc4ec525c090781bd330d0ab7e36d1938f6d92763eeb6bc6ac46dc42f1b6
C6BW12,0,305,c4d47e651e390ff3785cd8f66d52bff93fb4b78395a74844318ea9e4295027a3
Q8TXU6,0,318,633d64023ffc4facb91e4500ec17ec85fcd584d46c65fed4db022f473563e802
O08358,0,291,14208af13934e91930e68853e1354e706a0a9fd8531d13d6970934c0c6dce15c
A8N4R8,0,201,35d68880500d94cc50a53f8ddb7e19d84713b92b4827365b5df43c3085f2da43
A1TZ35,0,185,880190147b0e37a4e260e329aa9e176236e4404a57628511bcc929d440759cf3
Q0ICL5,0,202,0983e08917fc628fa205e4b58ad8468397b59b50605a94b817c93ca81ce40ecb
A5GR53,0,185,8dda917a00cfb796abb41c1132a6385a2d21184835ae96f78620429c64b3b53b
Q6D2V8,0,173,feaa7bcbd6186c924e2a8188b2c4ddc9bac2b24d22ed06e2f0867ec5eccca6c8
B0SFU6,0,177,bf2323b1e276a51eeeab6f4f1f288fa5f7853ed7f89184e196efcb7eb5161bd4
A8N8Z0,0,336,71cdd1069a49b6dbf397f2f356ac1b94ce065c20f9f3aba2e94271c225e87dbe
Q94AF2,0,365,c3edd2a5ac7f1411edc3a01b95b06992e8332b7207f3e2c91d55b7a4576805cc
B7FXE8,0,310,ed464313f2ca8fd129e53aafa124a915a245a08892aa39f670ce9ca30d048297
C4LZV8,0,300,0968bff160e576aadc4dadf693f89694cecc93214d6aa23584f8d029ec8b448a
C4YSU5,0,360,1409a239046574c6a6ca12dd9938dbdbc1e5036330bc05b984d616822f45e6a9
B7PBI5,0,303,6ba082e7ae9f1e3a2f285f58188e8b799d5872bdc7ab799b18776e0c64693bde
F4NZ38,0,318,df16bbdaae994af17e93a838ac55266ef43b7e1f695f12ee5afdfbe51548f27b
F7E727,0,389,5618c0358630385665c35fee8e1692d4b431bdb8d969f32180c759dd5423dc1b
O94347,0,327,ea0c7aa8ea29b8e998aca8b2b410f4703d03d3d19a0dd0fa84c41a93d57a2ddd
A8X354,0,307,287e4f73a76ca58b1820ebc63062105cfb8951303891f397414b4877ec701c1c
P36059,0,337,beb44bd8327911d93843a7ffd8a654d5b9f5a52768e98270635d619cf4cd9ae0
Q4P219,0,350,b05bc4cf1a704a592be995084fb7403112b03848d7a9e2b329ab8d1908a0d62a
Q5B0D6,0,369,bf6e98869ea9b6a85edda0c36c1c8440dd99ad3f4c2a2f611ef441400f27de43
A8NF99,0,542,ef738416498322803f0c47cffd4a7d123fb1bda43c2d55d989415bd2cf6c6768
B2KWI1,0,475,c2881e359dcd3e71cd4bf31c1f8d4ae9ca746f5fc0d852d489d62632545b2cbd
Q2TZB2,0,502,a0ff85a3017ccc2ac35b89182ebefb00341c40d959deb5e852ddcbcde7ba1b0d
M2PP75,0,541,6de9c19fb7403effacbe89707d1c7609be1f19c0085f17dd91d704e15ea3d24d
Q9P7T0,0,431,13f8ec42dc92d3bc198cf29b5d4a676073771fb8274a708f40e8a0d019842c9c
A8PB24,0,374,0e72e055b042911ceff929722eac11c613ac7c4973d34b2533cc0f8304e6c9a4
B3PDE5,0,360,508cba9c77c03474860a76fe6bdd1f2bb60a458568798025828470d2e6eb1646
B3PIB0,0,358,cd8cbb91d73a2c7efa38b1ff94f831eb836aeeb4920c8ec121c6e7662ba6ce8e
O25080,0,293,7eddf1e67694b0faafadbe7ab9f11066824158db72323e332b1751b2f377313c
D5EV35,0,480,1ff726ab6e49277e4680ec2dd3b163090a681bbe5fe2107173c729afadf0e39a
O59893,0,234,a73d60468131a0d8737d68d06f37840e1690c3dbaf3b2ade6bc6013ba2d547ce
A1CSZ8,0,308,cfba4154f292650116b1a1e46dde184531eaa50a32ed1bbe13a386d140a7a2a6
A8QW53,0,374,a3e1b1cf4b44d1eb03e1a0af2cb096dea74b1230153787ec460380712d996a33
A8W969,0,453,a74f5b370808d73ad6c1b5ceef6868cf20aff93972d9ea05f7d360a26a228070
Q9RGX8,0,353,f6687796d981ba64cee59080d2be9c278cde80d102ad459e423fb1b0ae0168ac
D7GXG4,0,477,87b7000f8dfa4e89436446140514d802d28056ab1992a2de86a029b6083555a1
D7GXG5,0,328,33115ae2a29305c959770e90da646e3381f4f30a759aa8ca12bf742b5f6f3baa
G0L322,0,539,1034c2690b5b7622cfee12f43abcc620e3bacf143fb207375013322b18c1bd4c
P13734,0,505,2fc5fa6437517a6230fbc76cf69b31d7a36546f2b4f4022a94d6fcf1ee744288
Q4G0S4,0,542,129991253040ac34763fbf138d28c4f923462866632bdd96b053fea5a29b5b9f
P08503,0,421,72ab46ea5f5281ee5c336951e56a3e6d4be37b11fec8c32cc1f110816c7100dc
Q9N4D9,0,234,1961021bcb9f110d9c9a85bbb9ba3e2f2a37c434c397c50c4190cb074c721ea6
Q6NWX7,0,223,096b0d0b89420fbd251ca598c1af44df0af1d9c2bad02faad362121ccc956a33
O13748,0,219,2449ed28705d386df1574390d01d334c5748b622bc9d3336395c9d55709d9c34
P38340,0,232,77203673c8376d3383b533bd79a6b97914fb0e57ae4895aae1704b04c9344e6b
Q10CT5,0,307,e1513409cecec2342260df563b4e8704de9cb39f88b1d1870d5be1ca1e678dfb
Q6NN40,0,276,711ac9c0974362c5aef6b70793568e8c163acb61d91cd916d5c3a8a70026803e
A8WXS4,0,452,e580e30c0575ce70b12b853a5eccf04253f2dfc58ef6dc1f3ed6876ef47c8374
D5AQD5,0,276,251c0633e6ea7a17c99e6730402ddbbbc3d234604009ecb2fb174da0853bee26
Q8DNY1,0,264,175d32d63a354c846e86ef01c563f72bdee88094ecad8d5163f9c002ccd7d9bc
P41241,0,450,9d5412e9995e7791d759134f04aa9f11c10c288f8a14513cd05b648803631fa9
Q54G28,0,352,43c05dcad4d561c0e855bc2e70402c329282c1f4d020a0b80bb2577fad3f02f3
O01798,0,512,951124fa13da7bccf3014b6431bf2c269ed7e8fd193cd88ec86b12bf68339e4e
P42687,0,497,2f3c1fc0955f5afcbb59abdedc3c6c41dd69f72549b30b1d89994183fee2b41d
P39851,0,228,d8243677b802efd59ddb78042181c7c4451dea2f22c95480c304187c503e508c
Q11112,0,328,f05477ff16c2d9078b084bc2bdb1ef973a566e7af56eddba6dcc101869c728a0
Q9HUF7,0,268,53313a2296dfafc97b0093b1bfa6e6c89962c79fc11de45ea0ab835395d44d62
G5ECJ6,0,539,f4829fecea7de66cd15b00b7cadfefeea100b064f108e9dfcb9f38f96b0aa0db
Q3SZJ2,0,540,3c4ed56d631d99244700e3bc71ceacdbaf07b9b25cb7c22a48dbfff3b525eca4
Q504Y2,0,493,cb2b8548db6188d9186fcbe306a7da1f62f03efb101ee3d590b40ba460d6f7a8
Q9H3Y6,0,488,58956edc77f669206b19d768b4e6e6d36a36d11d09aab0fbef799e909bdb039f
Q05876,0,534,4b4cf771ef978e0a99f17301430f0f24db6506fc75ffb9a467793b87e21edbe2
Q6J9G0,0,422,e9669965f4c7d7703b1d1ca3ff88ef22ab397bd896a7dcf2c1d3a1b63f80d4a7
Q22146,0,390,d4a17dee21d53615bdec4a7d993f1504c506ac39471ee4ace291fa970d845123
P90986,0,519,a1f4526d3bac1cf993ee5db2a48523812e4b9e581d026b81ee4b5f346ca589d2
P17289,0,491,d92d8cabd7427fe5ec0f964526b3a0a115d89d892217ac8598c220de03fd7883
P9WFZ5,0,391,e09fdd59593d8fd36f8a29511763381becde8d2179fc8b46145c397256ef1272
E1WGG9,0,267,33c713fd49f85d64c07132d91988c9029e5ef2fe9a7b0325369f0d85fdc6ad59
Q8GWG2,0,349,34d6a073693852764a84f7140f31095a2894cc9ab003a29727887e241f23a658
Q9HIW7,0,229,df1a76697172e5b77f5a39580ba8b3aa41b03afc8cb6bd6619ffcc442af74463
A8Y9I2,0,513,40d61134aafb91215248aa7ac6d4aacca4aed161e365ec448d4dff2a0f5a07df
A0RWW0,0,348,f1ee423c925ed4ecbdbc70d33eca4b491b5eaa008e4ce17d0b162f1fa9fd7f88
B9KZP8,0,352,231073a226fad4e4fd38b7c2a4bcb5006a6ee5b1cec7f7bc7646631f4a0bc7a2
Q8U0B6,0,330,8c659aa35344ba5d05a8e94d04b27e5062cc76de4093965a97cfa012903b67b7
Q5UZ50,0,345,166dbc20c6024ef3b0edba3374d3dfda2b34027f96b1034aaef191e4568d838b
Q6KYZ5,0,347,08a63f9571a06d93378c84d1d7d6118fc5681c4b2cd5d0ffd9b52e9ae980eff1
C3MQK4,0,335,2e30aa0f46d1bbfb62c7ecbd64111cdbaeda17392b5d359e7dc0c7d4f63a5254
B2USG1,0,330,1b0c0d3f2290e66b1b1fc8246a4ae30f98d4623f12b696adfd0891a2d22ad410
P05793,0,491,68ceea3afb7362d1e08d9accac4cd992cbd6b362ca82f04d9ce3065b6c41831b
Q05758,0,591,82086f121c298728ecb3bc4cb7bd269a1f5d2dc98c6eb7229cf2509e222cb596
B8DNQ9,0,330,53acdc67cfbcb5306876653d44327d221fdc4b6a62b98b6b13f7f17d723b9c6b
Q97YJ9,0,333,0be3412666cdbdb5019fa2c788164df3db7a6ce8c8be45f70db41102b05f22e9
V5YW53,0,311,6f4546aae39a65265bb4795255b1e2f83f2fab7ac56f97a297ddc004577228ef
A9AWD6,0,289,6c0e19703f1b0ace82942ef4e16e5b3085c73c3b618cbb8ced94268a224a5ec2
A9BEU2,0,393,417b9a2e2d5a0d8393b28e067f69bbe764c0c7f074f4a6bff3d5b4930712e8c2
A9BHJ0,0,505,3698f9b766aa2578895be1ba54955cfe9f1409230360846a6f34633927d990ee
A9CEQ8,0,378,2682e568936afa89aa18fb2581c2aec4b15c9d01fe5064ffd9f855f9e5693038
A9CES3,0,336,0c5d6e3f1ebd12e5ce5fe604ed535948d0749b55cec6c82468aa33afc928789f
A9CES5,0,329,dda318b33ffdce255bf0c086bcd0a9a1235100487679ac56683faade2172350e
A9CES6,0,425,bdb5819dccd5f8005727150979cc935447adb1de2b3fc81532ce9f69218b6a5e
A9CH00,0,569,4a0d518808a49a8e08c868cda24b59592b2ff53797fdb1151456e6375014ace2
D7A0Y2,0,367,e542c63a610329a2b82dd85bb41f3e4303830a8fa4a13183aba2e935edd9899d
Q9I485,0,580,5d402991313ad4c23c9fb19b69c21d19cefa0f2f34992491610629bf21e1a80c
Q8G2I3,0,342,7d4e5ac5955200b8cd87e55256d58e78fdb53db7e921a832aa4de3004468c9d9
A8H392,0,346,d47fab3a588e8fd7b6b34ccf9eecde39c814b73fd7c2a2b1e2172c4d072582bf
Q3SX04,0,354,9783f7d6fc62d4598a0df4ce998f976812045c5657f04d483233026928e319bd
Q0B950,0,335,a4075cfb5f539b7d1e4686e67feb262fd374f196284e5554bab383e796ad6d90
B8I944,0,293,fdd4fe1170624f6293cad7e3e83017699db9a5ae1fb56cc615ef5308fa192641
Q726P7,0,488,a3a9897e482cf68eaae2e17b29973cdcf1e26a3d060dbf88fac88bdf0dd83138
Q8TIN7,0,417,38ef674565bec00a5270bd7901f867fe420607644fd9baf97e43cdf5050a0fb9
Q6AYB5,0,504,3c734305e7883f6f5024284c15f5e399ec6eb125cf098f33f73054084b02cd13
Q8CWX8,0,498,7f8589e1001fce0f2b61732c113055efa3ac80586a3a88d2ccc59274d9a20329
P83749,0,304,a95aba4395a4e44695600b3e11224908eed51a9efeb943ff42e53b6149fb1d0e
O32861,0,351,78bbf84e3d38365588567f8b34dad9c66ecd0015af02d38e04124d743de72ff4
A9CHH2,0,478,86dfa986f66d5c00b27dae0fcc331d4089806ea2bb20a45075a90fc5e74f2ea1
D4GYW6,0,456,08e384abd2a22d9c14117a06a00f8404c0df89b5e2b93f3218cac560e279c958
Q8KA77,0,351,802a2718f5b640a9985577a20431f52c9d48c1d56a05da17d9d137190aae12d7
Q89AE4,0,450,8fbbbe691db4328d1b38e06004202c4ade595e51142aa0ede33acde4a06a5922
P27414,0,369,5d7da99cc2b44fa0127ce22823fd1ad033a408516b20e4a27bdca1eb1424b283
B1Y9L4,0,433,4d562c6ff0e6e876b5b91d69ab11984db4bb792b1c9fe5302e7e0ac5529e0fd0
O29633,0,433,d53c4d2dd79f682ee7b614f04f71e1d388df7c157b63b3e4dc367c0f683910f2
Q9HJ93,0,288,db1661077ada68ae2ed9e3c99e494d30014e5da550fd6693fb1cf12fe37e60ca
Q9V1E8,0,443,6955b19599e9b318853754f57d8e51eebca5bffa62a5888a3087736d4f4313d1
Q8G736,0,420,ed118eb968f622429d6d6d361eb5b3586246309b79f714db2de4b0e22a11f160
Q979Y8,0,455,85214df92e3ecabaa50ef490760f7bb153f72d29e6ab3ce33e3367c02661803f
A9CJC9,0,479,ce35d7cc35f3be1179259254a92e235227c12379b4e7fd27e5fca549d5be3a4a
P05066,0,565,9fed1924c1b803a5d91571b4f9d0468a11ead21d0fb19a0fa0b26356d7a4b4ba
P05327,0,484,c0c6429a22cbd524f9c7f06751ed75f6f7a6e39b735b6f6f69c334524d882575
P57386,0,483,dc9ceb0e3afb421f65ff59dadb4f145a7722a9d64da38e1b7586971f02cac65c
P12769,0,445,4eb60bcdb0fd65c601bc587b05a33d440734ad1eaaffeea95d7b096ff5dbf5e2
P61497,0,420,9c6472c2d05e1103f7dc99377abae4d7b9bc3908ba19b065d690f988d933ca8f
P34205,0,556,9b791dca6e9368932b51091a0bd16bdff9d601fd90ab8eac14ef59799f75c07c
Q89AJ9,0,478,94dc1ea75e24356d66cbf5f7e89ff50bed6dcdc9dd14d85b323c9092f7487e1b
Q9HQ46,0,481,a97c06813803c0fe7d2b0def161086b72d552c0ff84d2e6d755895acbdf19f5e
Q9KNA8,0,469,cafb7b4818a0fb62b9f5298e1254ef22f981c8a56e2a5f311a4de0d9fe2794c1
Q9SB00,0,496,2c821c7bcc455e2763e81ada973659940c20f54a8807aad7deebe61dc8941779
A9CK16,0,152,eb38d07689d36064f72d0276b28fa1ccdd4180ed79d20e410343e5a1ff557128
F4KH86,0,400,b9e70ab40fdc2d893549b2f9cd950577a7e1c0bc4e698710e528b3106e8a537f
Q4UJW9,0,144,11c81c90a96e59c68203d6be23fc71c063544ed551a5e0ae21c69d5434493125
Q99W51,0,156,e54632b0ea2ebe43a1aecae6084dc44ab5b3a78daa4cc04aadb0398a14b7508c
A9CK30,0,248,5b3b25861e5fffe69f395db365aa81d46b274d382c20bfe417b81cb27d9158a9
A9FDB7,0,394,cb64d1a435f0100c5f835cdd358cfcad99587f95fe6b469e0d51161467fa3fed
A5D2C2,0,430,30deacbfb081ab213601fc33d589d2011290fe5466f020213410a9fb2def5d55
B1V8X4,0,457,9e456fcd6343b1790bfa36c9dfcf88419bbe4375fd46ea0be18e9003daf5073d
P25345,0,492,2f45cd75e961f38ab149e9cdca6486724bd9a39334e47cc7bd161fef39abc373
Q8BP47,0,559,a42ff2cd8aeff03dba27cd9936488d0a34c4500bd549695cf6751fa86072eb13
Q9PAF5,0,466,4ceec30c520f902c35720a12a0a14e1ca12ee8af128147f87e02ccc1fad58dde
Q55FI3,0,460,0a7c2063f36e1feeb42b5acec4a8b3ea1f168128945e5e19a9aa1eee2ad85af9
A8YVJ7,0,432,2559c0ff8652320d4965eaaf7d8183a7c5c34db9202dae8860b769b471ff83ca
Q8BGV0,0,477,963e9b639444b96c83046c544b927f63b144e24ad937bf58909efb4f7f1cb70d
C5A4R8,0,430,ebc2dd8288395076f3a5de47c46dd07d0b2f79f92094bf805a33303b0ebe7570
Q9P6I0,0,441,83b93d17d67bc03b3702da5720da842515e705f89ce8d10dd6cb700acd9aee7f
A9GK58,0,315,164ce1f97e72fffd05bab228852093af56c72619eb11fe38bfb20e06be861793
Q62L02,0,397,819906fe59a70a668025143dc1ff65803101fc746427b81f22f9ed8cdf405d7b
Q73Q47,0,397,30172228c6971399ae961159609a2c219fcf5286800effd913246dc02711d8e5
A6LTP1,0,599,42fb1595dce54a653e073dd6624c389bb120189591481b2b3678c4753c0d0797
A6L585,0,587,5f57a7911e7de705b919f976eb52517da0a8c7e5ebc0be1a177c87bd3e9bc19f
A6LNG3,0,581,5ba84cdd29c4d9b354c9ae0a95b0fc5b8dab8d25ad915c0cd2563474a737ce9d
P75068,0,557,df0fdbd7332f17d05fb09a9383b5ad75c76882063a2c888fe5ee9ea1af538db3
P04802,0,557,bca8a0456085e476c0bbe634f85b879c3c0b697db90bb1014514d64f89acf640
A9L3I1,0,592,33452fd3683236cfa7c471f878e8eacc6b15b7275d8eb8b460b2b1b6d6b7925a
Q2NIN3,0,576,d06e6c9fc4634889e5e862214a0e93d2cd06ff80c568d6b5c3ecbe40d4ed308c
Q559M9,0,569,cb65482965675467e0140783b59a21a9519558a43104fed900d2ba63ab7df065
Q7VQX8,0,576,ed63914bfea0d91cfdcc30ec41c6db711e8b86191f4fe2716669f65418b9c926
Q8EWB7,0,580,339151bca1f92fe45f320794bc7b1b3d52a951a812beb073afc813dda7048cdf
Q8ZYM8,0,428,ab4b73d2a9e1b34de62cc5a3514a5544d8b52360ef26da5517743ac9d527d52d
Q9PQK5,0,578,91bebbd7d9387a85771ac0aad2c88c9efbe648a2efe971b2308f50e5eeae237b
O04866,0,451,8cc4634502e6e3cd2b6cc31de771a2e5bd4533995b3d4bc8c07c16f263b01d71
O08321,0,389,105690ba6b8edd0b7b83af8804b4f42cea5bc5c82b2413fa5caa3b3c58a06d86
O74548,0,441,e992eafea1c4645b50aeb2f8bfc2faf008cb06e24ffebc3a3fd75fefd6f2ed7f
P24087,0,406,f341a5b6ad75c8fc7531487073a1cca825d9ac24107f14146904e1fffe5f6968
Q8UI71,0,399,0606c10080e2df1174a39c692b4b6028ee1ed160cdd7629613f2b332ab1fd3db
P59315,0,431,61f303b1d5f66bb3492e94df436fa5e37f926276e035257773bd6adba8de9e11
Q55DT8,0,453,1753515b64c35c328b46288b3cca1b313cb8795c4948a2c72743900ed46b95fb
Q58131,0,398,e7824af5da0a0fd32f0962687533443b3eebbeb1da8e4895d229f12d9f9d28cf
Q6BUP9,0,466,e394b5e0f1ce6b0f0884b4becceb5728a0c03e6ca85a2754c672feb2d3bc4f68
Q7MAE6,0,393,b01cbd4c83efb34b78431af13fe830c4379486f9e2e0edadcc133c567f05d29e
P59322,0,412,7b79a7e68134f5c876311e21cf0f9b1cc7561baa28dce130496a1d46696252ff
Q7W7H6,0,393,1c47ae0fdef4eb0bb55b000755f5a0924f2fa7606d36dd2e80d0540520fa1c6f
Q8Y6U4,0,386,7699ccf5c62579e324a49178a09071a51a87db8cb86823b259b61fff5e0a3078
P9WPZ7,0,400,506ddda2487cafa55a0c2447adcc60433f35a03bcb955f2c1f85dfd3623138d2
Q7VSH3,0,396,73d18bf6f52b9c0b2d3e8b5fcc0aca881c8acda08516353e24972a07906e6780
Q8CUM9,0,399,53199df69037e9e15ed5ae42aaed447be44471bfb1467c5682f3e9edb88b7bd1
Q9PIR7,0,393,0fca88705c87d347a501c2cd2e550348486150214d463cb7cc9b7fca99b1b26f
Q97GH9,0,387,425c087815c854ebf2a1b8c13bebef2c33af0d6defb6101eb8cf1571f2ea5f32
Q19Q52,0,210,e199561a4b3e727fdaa66c330bc18e302afe28296fc6f6c9113082c4f3598c03
P31941,0,199,6aa4eeb03b251ef8e51bd9264ede0db83370d1d9d9a07f2cb633dc610ac39691
Q4VDN5,0,192,3d7bde04975d7d5637de388efe39fc0e45c5c2de25bb2090f91af43a9d2e5305
