Entry,EC number
Q96519,1.11.1.7
Q5VYX0,1.6.3.5
Q9DCX8,1.21.1.1
A7SK27,2.7.1.82
O81024,2.7.1.82
P54352,2.7.1.82
Q03764,2.7.1.82
Q22942,2.7.1.82
Q869T9,2.7.1.82
D3ZRW8,2.7.1.82
A7TZT2,2.4.1.246
O80568,2.7.1.159
Q7SY78,2.7.1.159
Q9XYQ1,2.7.1.159
A7XRY8,2.6.1.28
A7Z4X0,1.1.1.103
A9MKQ8,1.1.1.103
Q5JI69,1.1.1.103
Q8MIR0,1.1.1.103
A6VUX4,4.4.1.21
B8DG43,4.4.1.21
Q5FK48,4.4.1.21
A8B1Z2,2.5.1.31
O82827,2.5.1.31
Q9PEH8,2.5.1.31
Q5X7N9,2.5.1.31
Q2MEY3,2.1.1.180
Q9FXW4,1.14.14.102
A8CF74,1.14.19.60
A8GP46,2.5.1.7
B5Y8H0,2.5.1.7
Q9WXW3,2.5.1.7
Q47KH3,2.5.1.7
Q7MUW1,2.5.1.7
P45821,2.5.1.7
Q67J65,2.5.1.7
Q9RVA6,2.5.1.7
C0R4M1,2.5.1.7
Q836E5,2.5.1.7
Q7VQS0,2.5.1.7
Q3AAE9,2.5.1.7
Q9ZLI6,2.5.1.7
Q5QCP2,4.1.1.96
A8FRR0,2.4.2.43
A0KGY4,2.4.2.43
B4EUL1,2.4.2.43
Q4K884,2.4.2.43
Q8D339,2.4.2.43
A8G797,1.3.7.3
Q93TM8,1.3.7.3
Q9K4U5,1.3.7.3
I6YEE1,3.1.4.14
Q32JF8,3.1.4.14
B3GW58,4.2.1.70
B5Y6G9,4.2.1.70
Q1M4T3,4.2.1.70
A5IMC0,4.2.1.70
A8GG79,3.2.2.19
P54923,3.2.2.19
Q54H71,3.2.2.19
Q3SSH7,3.5.2.9
Q0I195,3.5.2.9
Q53WG6,3.5.2.9
B9DKJ7,3.5.2.9
P0AAV4,3.5.2.9
P44298,3.5.2.9
P60495,3.5.2.9
P75745,3.5.2.9
B5FNE9,3.5.2.9
Q7WY77,3.5.2.9
Q8XRC2,3.5.2.9
Q9RL45,3.5.2.9
Q1QYS2,3.5.2.9
Q12385,2.3.1.51
Q8GXU8,2.3.1.51
A8J0J0,2.3.1.51
Q9US27,2.3.1.51
Q59188,2.3.1.51
Q9XFW4,2.3.1.51
O42916,2.3.1.51
Q9NUQ2,2.3.1.51
Q06508,2.3.1.51
Q502J0,2.3.1.51
Q924S1,2.3.1.51
P0A257,2.3.1.51
P75479,2.3.1.51
Q9JU41,2.3.1.51
Q93841,2.3.1.51
Q9ZJN8,2.3.1.51
Q9I7C1,2.3.1.51
Q11087,2.3.1.51
Q42870,2.3.1.51
Q8WTS1,2.3.1.51
Q95JH0,2.3.1.51
P9WGC5,6.2.1.5
B3FHP0,6.2.1.5
A1RTB8,6.2.1.5
C1A8X8,6.2.1.5
O28732,6.2.1.5
P53312,6.2.1.5
Q6GHI9,6.2.1.5
Q03184,6.2.1.5
Q819X0,6.2.1.5
O82662,6.2.1.5
Q5V4Q4,6.2.1.5
Q6MBM7,6.2.1.5
Q5LCW4,6.2.1.5
A8MA42,3.6.1.73
B1L5W9,3.6.1.73
Q6D0A1,3.6.1.73
O29361,3.6.1.73
Q0HM78,3.6.1.73
Q5JJ32,3.6.1.73
Q57709,3.6.1.73
Q6LUG1,3.6.1.73
Q8EP79,3.6.1.73
Q8ZUF6,3.6.1.73
C3MJC4,3.6.1.73
Q9YDY1,3.6.1.73
B1GYY3,1.3.1.14
Q0W8E1,1.3.1.14
O29513,1.3.1.14
C6BW12,1.3.1.14
Q8TXU6,1.3.1.14
O08358,1.3.1.14
A8N4R8,1.13.11.54
A1TZ35,1.13.11.54
Q0ICL5,1.13.11.54
A5GR53,1.13.11.54
Q6D2V8,1.13.11.54
B0SFU6,1.13.11.54
A8N8Z0,4.2.1.93
Q94AF2,4.2.1.93
B7FXE8,4.2.1.93
C4LZV8,4.2.1.93
C4YSU5,4.2.1.93
B7PBI5,4.2.1.93
F4NZ38,4.2.1.93
F7E727,4.2.1.93
O94347,4.2.1.93
A8X354,4.2.1.93
P36059,4.2.1.93
Q4P219,4.2.1.93
Q5B0D6,4.2.1.93
A8NF99,1.14.13.196
B2KWI1,1.14.13.196
Q2TZB2,1.14.13.196
M2PP75,1.14.13.196
Q9P7T0,1.14.13.196
A8PB24,3.1.1.72
B3PDE5,3.1.1.72
B3PIB0,3.1.1.72
O25080,3.1.1.72
D5EV35,3.1.1.72
O59893,3.1.1.72
A1CSZ8,3.1.1.72
A8QW53,2.1.1.n7
A8W969,3.2.1.81
Q9RGX8,3.2.1.81
D7GXG4,3.2.1.81
D7GXG5,3.2.1.81
G0L322,3.2.1.81
P13734,3.2.1.81
Q4G0S4,1.14.19.53
P08503,1.3.8.7
Q9N4D9,2.1.1.244
Q6NWX7,2.1.1.244
O13748,2.1.1.244
P38340,2.1.1.244
Q10CT5,2.1.1.244
Q6NN40,2.1.1.244
A8WXS4,2.3.1.n4
D5AQD5,2.3.1.n4
Q8DNY1,2.3.1.n4
P41241,2.7.10.2
Q54G28,2.7.10.2
O01798,2.7.10.2
P42687,2.7.10.2
P39851,2.7.10.2
Q11112,2.7.10.2
Q9HUF7,2.7.10.2
G5ECJ6,2.7.10.2
Q3SZJ2,2.7.10.2
Q504Y2,2.7.10.2
Q9H3Y6,2.7.10.2
Q05876,2.7.10.2
Q6J9G0,2.7.10.2
Q22146,2.7.10.2
P90986,1.14.16.2
P17289,1.14.16.2
P9WFZ5,3.1.3.12
E1WGG9,3.1.3.12
Q8GWG2,3.1.3.12
Q9HIW7,3.1.3.12
A8Y9I2,1.13.11.65
A0RWW0,1.2.1.103
B9KZP8,1.2.1.103
Q8U0B6,1.2.1.103
Q5UZ50,1.2.1.103
Q6KYZ5,1.2.1.103
C3MQK4,1.1.1.86
B2USG1,1.1.1.86
P05793,1.1.1.86
Q05758,1.1.1.86
B8DNQ9,1.1.1.86
Q97YJ9,1.1.1.86
V5YW53,1.5.1.1
A9AWD6,3.1.7.12
A9BEU2,2.4.1.268
A9BHJ0,2.4.1.270
A9CEQ8,5.5.1.27
A9CES3,1.1.1.407
A9CES5,2.7.1.101
A9CES6,5.1.3.40
A9CH00,4.2.1.171
D7A0Y2,4.2.1.171
Q9I485,4.2.1.171
Q8G2I3,4.2.1.77
A8H392,4.2.1.77
Q3SX04,4.2.1.77
Q0B950,4.2.1.77
B8I944,5.1.3.30
Q726P7,3.6.5.4
Q8TIN7,3.6.5.4
Q6AYB5,3.6.5.4
Q8CWX8,3.6.5.4
P83749,3.6.5.4
O32861,3.6.5.4
A9CHH2,3.6.5.4
D4GYW6,3.6.5.4
Q8KA77,3.6.5.4
Q89AE4,3.6.5.4
P27414,3.6.5.4
B1Y9L4,3.6.5.4
O29633,3.6.5.4
Q9HJ93,3.6.5.4
Q9V1E8,3.6.5.4
Q8G736,3.6.5.4
Q979Y8,3.6.5.4
A9CJC9,4.1.99.3
P05066,4.1.99.3
P05327,4.1.99.3
P57386,4.1.99.3
P12769,4.1.99.3
P61497,4.1.99.3
P34205,4.1.99.3
Q89AJ9,4.1.99.3
Q9HQ46,4.1.99.3
Q9KNA8,4.1.99.3
Q9SB00,4.1.99.3
A9CK16,3.5.4.33
F4KH86,3.5.4.33
Q4UJW9,3.5.4.33
Q99W51,3.5.4.33
A9CK30,3.1.3.79
A9FDB7,1.14.15.19
A5D2C2,6.1.1.22
B1V8X4,6.1.1.22
P25345,6.1.1.22
Q8BP47,6.1.1.22
Q9PAF5,6.1.1.22
Q55FI3,6.1.1.22
A8YVJ7,6.1.1.22
Q8BGV0,6.1.1.22
C5A4R8,6.1.1.22
Q9P6I0,6.1.1.22
A9GK58,4.2.3.175
Q62L02,1.3.1.44
Q73Q47,1.3.1.44
A6LTP1,6.1.1.12
A6L585,6.1.1.12
A6LNG3,6.1.1.12
P75068,6.1.1.12
P04802,6.1.1.12
A9L3I1,6.1.1.12
Q2NIN3,6.1.1.12
Q559M9,6.1.1.12
Q7VQX8,6.1.1.12
Q8EWB7,6.1.1.12
Q8ZYM8,6.1.1.12
Q9PQK5,6.1.1.12
O04866,2.6.1.11
O08321,2.6.1.11
O74548,2.6.1.11
P24087,2.6.1.11
Q8UI71,2.6.1.11
P59315,2.6.1.11
Q55DT8,2.6.1.11
Q58131,2.6.1.11
Q6BUP9,2.6.1.11
Q7MAE6,2.6.1.11
P59322,2.6.1.11
Q7W7H6,2.6.1.11
Q8Y6U4,2.6.1.11
P9WPZ7,2.6.1.11
Q7VSH3,2.6.1.11
Q8CUM9,2.6.1.11
Q9PIR7,2.6.1.11
Q97GH9,2.6.1.11
Q19Q52,3.5.4.38
P31941,3.5.4.38
Q4VDN5,3.5.4.38
Q9NRW3,3.5.4.38
Q694C2,3.5.4.38
Q9UH17,3.5.4.38
P34857,7.1.1.2
O79547,7.1.1.2
P48903,7.1.1.2
P26829,7.1.1.2
P08740,7.1.1.2
P30826,7.1.1.2
P34849,7.1.1.2
P48914,7.1.1.2
O47495,7.1.1.2
P11658,7.1.1.2
Q94VJ5,7.1.1.2
O79557,7.1.1.2
Q8HEC4,7.1.1.2
Q950U8,7.1.1.2
Q0MQG8,7.1.1.2
Q5DUX5,7.1.1.2
P07706,7.1.1.2
O03206,7.1.1.2
Q0H8Y9,7.1.1.2
P04394,7.1.1.2
O67100,2.3.1.35
P62060,2.3.1.35
Q47AB5,2.3.1.35
Q5MZY1,2.3.1.35
Q759Y5,2.3.1.35
P62062,2.3.1.35
P62059,2.3.1.35
Q97ET6,2.3.1.35
A9V2C1,4.2.1.84
P27763,4.2.1.84
P21219,4.2.1.84
P21220,4.2.1.84
P29379,4.2.1.84
P97052,4.2.1.84
A9WC36,5.4.1.3
A9WGE3,2.8.3.20
Q5A1B0,1.1.1.170
Q3ZBE9,1.1.1.170
Q54L85,1.1.1.170
A9ZPJ7,2.3.1.64
Q9FNP9,2.3.1.64
Q44473,2.7.1.40
Q55863,2.7.1.40
Q9PK61,2.7.1.40
Q9WY51,2.7.1.40
P73534,2.7.1.40
Q9LIK0,2.7.1.40
B8BM17,2.7.1.40
Q40546,2.7.1.40
Q6FIS9,2.7.1.40
O05118,2.7.1.40
O65595,2.7.1.40
P80885,2.7.1.40
Q54RF5,2.7.1.40
O51323,2.7.1.40
Q8Z6K2,2.7.1.40
Q56301,2.7.1.40
Q8ZYE0,2.7.1.40
Q57572,2.7.1.40
Q9YEU2,2.7.1.40
Q8SQP0,2.7.1.40
Q07637,2.7.1.40
P9WKE5,2.7.1.40
P0CE14,2.4.99.14
B0BK71,1.11.1.19
Q47KB1,1.11.1.19
P35270,1.1.1.153
Q54GP3,1.1.1.153
Q8YW05,2.7.1.30
O66746,2.7.1.30
Q0IID9,2.7.1.30
A6LCZ1,2.7.1.30
Q21944,2.7.1.30
Q9NJP9,2.7.1.30
Q9X049,2.7.1.30
Q86YN1,3.6.1.43
P53223,3.6.1.43
Q86IX2,3.6.1.43
Q9C2M6,3.6.1.43
B0CN28,1.11.2.5
B0CN31,2.1.1.304
C4M244,6.5.1.8
Q99LF4,6.5.1.8
P0DX91,6.5.1.8
P46850,6.5.1.8
B0FYK7,2.3.1.233
Q9FCA7,2.3.1.233
B7IWE8,5.3.2.5
Q91WS0,2.6.1.3
B5Y5X6,3.4.19.3
P58201,3.4.19.3
Q4L9S3,3.4.19.3
Q1JD20,3.4.19.3
Q9ESW8,3.4.19.3
Q9K6U4,3.4.19.3
B0K2C3,2.4.1.339
Q92DF6,2.4.1.339
Q5SHZ8,2.3.1.29
P37419,2.3.1.29
B0NAQ4,1.3.1.114
Q8PUB7,5.6.2.2
C4VB43,5.6.2.2
O74020,5.6.2.2
O27088,5.6.2.2
O27089,5.6.2.2
P23179,5.6.2.2
Q22236,5.6.2.2
Q2QM00,5.6.2.2
Q57815,5.6.2.2
Q59189,5.6.2.2
Q7KPA5,5.6.2.2
A2BLE8,5.6.2.2
A2XFC1,5.6.2.2
Q5ZPI9,5.6.2.2
Q5ZPV8,5.6.2.2
O59209,5.6.2.2
B0R4J5,2.1.1.80
O51069,2.1.1.80
Q88ER1,2.1.1.80
P31759,2.1.1.80
Q0P9X6,2.1.1.80
Q2KCH9,2.1.1.80
Q9I6V7,2.1.1.80
Q9KKL3,2.1.1.80
Q9KS61,2.1.1.80
Q9WYT5,2.1.1.80
Q9XDE8,2.1.1.80
B0R5L2,2.5.1.46
O26230,2.5.1.46
Q8Q051,2.5.1.46
Q8SQN2,2.5.1.46
Q38BX0,2.5.1.46
Q8TXD7,2.5.1.46
Q8ZT09,2.5.1.46
B0R653,3.5.4.27
Q9RPW8,3.5.4.27
A2SQG9,3.5.4.27
B0R7Q6,4.1.99.1
Q9YCI2,4.1.99.1
B0R7U1,3.1.11.1
O28484,3.1.11.1
P04995,3.1.11.1
P57620,3.1.11.1
Q58113,3.1.11.1
B0R7U7,3.1.3.3
D3DFG8,3.1.3.3
F4KI56,3.1.3.3
O07014,3.1.3.3
O28142,3.1.3.3
O74382,3.1.3.3
P0AGB0,3.1.3.3
P17906,3.1.3.3
P40399,3.1.3.3
P42941,3.1.3.3
Q2KHU0,3.1.3.3
P94512,3.1.3.3
P94526,3.1.3.3
P9WGJ3,3.1.3.3
Q21YU0,3.1.3.3
Q54IF7,3.1.3.3
Q9CHW3,3.1.3.3
Q5QXU4,3.1.3.3
Q72H00,3.1.3.3
Q58989,3.1.3.3
Q9I2Y2,3.1.3.3
Q9VSY6,3.1.3.3
B0RP51,2.7.1.90
Q59126,2.7.1.90
Q9FAF8,2.7.1.90
Q27705,2.7.1.90
Q2RNU4,2.7.1.90
P29495,2.7.1.90
Q9WYC5,2.7.1.90
O85343,5.4.2.8
P26405,5.4.2.8
P47723,5.4.2.8
P55356,5.4.2.8
Q9UTJ2,5.4.2.8
Q57290,5.4.2.8
Q57842,5.4.2.8
A8ANX0,1.8.1.2
Q3SV33,1.8.1.2
P52674,1.8.1.2
B0TBI9,2.7.1.220
B0UET5,3.5.2.15
F4CUJ4,3.5.2.15
W6RJ11,3.5.2.15
P52700,3.5.2.6
P54427,3.5.2.6
Q9ZKB5,3.5.2.6
Q44056,3.5.2.6
Q7WYA8,3.5.2.6
O07293,3.5.2.6
P14488,3.5.2.6
Q51429,3.5.2.6
O05465,3.5.2.6
O25103,3.5.2.6
E1ANH6,3.5.2.6
Q00983,3.5.2.6
Q9S169,3.5.2.6
Q9ZMJ9,3.5.2.6
P31429,3.5.2.6
P0A3M3,3.5.2.6
P18539,3.5.2.6
Q8C7W7,3.5.2.6
P9WGZ9,3.5.2.6
P67918,3.5.2.6
B0VH76,2.6.1.111
Q6WUC2,2.1.1.291
B0ZB56,2.1.1.338
B1G889,2.7.1.231
A9MWZ9,2.6.1.37
Q4K9L8,2.6.1.37
B1HZY7,1.1.3.15
F4G5A4,1.1.3.15
B8AUI3,1.1.3.15
Q9NYQ3,1.1.3.15
C1CRX2,3.5.3.12
O86509,3.5.3.12
Q5ZZK4,3.5.3.12
B1L550,3.5.4.39
Q8PXJ6,3.5.4.39
Q6L0A8,3.5.4.39
Q9HJ35,3.5.4.39
Q5JH75,3.5.4.39
Q9Y9I0,3.5.4.39
B1L5U5,1.1.1.205
P39567,1.1.1.205
P50097,1.1.1.205
Q4VRV8,1.1.1.205
D3ZLZ7,1.1.1.205
P49058,1.1.1.205
Q9HQU4,1.1.1.205
B1L6M8,2.4.2.48
Q5JHC0,2.4.2.48
Q8THU2,2.4.2.48
Q8TYV3,2.4.2.48
Q8ZYH2,2.4.2.48
Q5UXP9,2.4.2.48
Q5NH50,2.7.1.21
A6L1E7,2.7.1.21
Q82KI9,2.7.1.21
Q27564,2.7.1.21
Q9WYN2,2.7.1.21
P75070,2.7.1.21
Q2NIM1,2.7.1.21
P04047,2.7.1.21
O52951,2.7.1.21
O81263,2.7.1.21
B5ZCA9,2.7.1.21
Q71WN4,2.7.1.21
B3PM40,2.7.1.21
B1MCE2,2.1.1.374
A0A0E4AFH6,1.14.13.182
Q02N79,1.14.13.182
B1MK49,3.7.1.4
B1MM05,1.14.13.231
Q01911,1.14.13.231
B1NF19,1.14.19.68
B1P123,2.1.1.241
B1VB75,1.2.1.87
B1VB82,2.7.1.177
P18394,2.3.1.277
O24738,2.3.1.277
B1VTI5,1.10.3.4
B1W019,4.2.1.138
Q9BY41,3.5.1.98
Q09440,3.5.1.98
Q12214,3.5.1.98
Q32PJ8,3.5.1.98
Q8GXJ1,3.5.1.98
P53096,3.5.1.98
Q9GKU5,3.5.1.98
Q9LXN8,3.5.1.98
A3MV81,3.5.4.29
A6VJ40,3.5.4.29
C3MR15,3.5.4.29
Q9HQT7,3.5.4.29
Q9YC89,3.5.4.29
Q9ZMY5,1.1.5.4
P9WJP5,1.1.5.4
A2C0M6,1.1.5.4
B1I022,2.3.1.204
C0ZF00,2.3.1.204
D5WVB5,2.3.1.204
Q2G0I9,2.3.1.204
B2AM55,1.7.3.1
B5ZBE2,2.7.1.48
O74427,2.7.1.48
P47622,2.7.1.48
Q12084,2.7.1.48
Q17413,2.7.1.48
Q54R62,2.7.1.48
Q55EL3,2.7.1.48
A7GGE1,2.7.1.48
B5BF73,2.7.1.48
Q91YL3,2.7.1.48
O65583,2.7.1.48
Q9GNF0,2.7.1.48
Q9UTC5,2.7.1.48
Q9QYG8,2.7.1.48
B2DFG5,4.3.1.27
B2FI28,6.1.3.1
B2FI29,1.1.1.412
Q8EG63,1.1.1.412
Q09450,2.8.3.5
B0RVK4,2.8.3.5
P9WQ51,6.2.1.2
O33855,6.2.1.2
Q08AH3,6.2.1.2
P9WMS3,3.8.1.5
B8H3S9,3.8.1.5
Q938B4,3.8.1.5
P59337,3.8.1.5
B7VI86,1.8.4.8
Q10270,1.8.4.8
Q7NK24,1.8.4.8
W8CV45,1.4.1.19
B2J4A4,4.2.3.90
B2J6X9,4.2.3.154
A9LZD2,6.3.3.1
A5UM16,6.3.3.1
Q7UI59,6.3.3.1
A5N0Q2,6.3.3.1
Q8TW12,6.3.3.1
Q9UX29,6.3.3.1
Q9HLY3,6.3.3.1
B0V945,1.2.1.8
Q40024,1.2.1.8
P71016,1.2.1.8
B2KCF7,2.1.2.3
Q0SV48,2.1.2.3
Q86L14,2.1.2.3
Q8A155,2.1.2.3
B8D6U7,2.1.2.3
Q9X0X6,2.1.2.3
B2KPR3,2.1.1.50
O05527,3.1.1.75
B2RI92,2.7.6.3
O27637,2.7.6.3
O66550,2.7.6.3
P0DB10,2.7.6.3
Q9HV71,2.7.6.3
O69528,2.7.6.3
P71512,2.7.6.3
Q1ENB6,2.7.6.3
Q9CGE3,2.7.6.3
Q9PJ54,2.7.6.3
Q9ZM35,2.7.6.3
B2RXA7,1.14.14.1
P51538,1.14.14.1
P13527,1.14.14.1
Q16696,1.14.14.1
P10611,1.14.14.1
Q27712,1.14.14.1
Q92088,1.14.14.1
Q964T1,1.14.14.1
Q73J84,6.3.4.2
Q3MAV1,6.3.4.2
Q1RMS2,6.3.4.2
Q6MUA3,6.3.4.2
Q9WZR0,6.3.4.2
B0B9T3,6.3.4.2
Q0SMT3,6.3.4.2
A8GRV6,6.3.4.2
Q0APT7,6.3.4.2
B3EE77,6.3.4.2
Q8SQI7,6.3.4.2
B2S3E8,6.3.1.1
B1AJ02,6.3.1.1
Q00740,3.5.99.7
O57809,3.5.99.7
A6M020,4.1.1.4
B2TW38,1.1.1.305
P25335,3.5.3.4
Q54VL5,3.5.3.4
Q5YP02,3.5.3.4
Q6DGA6,3.5.3.4
Q82LL5,3.5.3.4
Q9ZJ29,2.6.99.2
C4XGU0,2.6.99.2
B9JXN7,2.6.99.2
Q2P9L0,2.6.99.2
Q3V8B3,2.6.99.2
Q3V7R4,2.6.99.2
Q3V814,2.6.99.2
C0QSH0,6.2.1.14
B5YK86,6.2.1.14
B8J3V1,6.2.1.14
C9RPK4,6.2.1.14
D1BMT0,6.2.1.14
D3E0R7,6.2.1.14
D3G0V0,6.2.1.14
D8KN09,6.2.1.14
D3DK66,6.2.1.14
P22822,6.2.1.14
Q3A3Z7,6.2.1.14
Q6LWX9,6.2.1.14
Q5HKF3,6.2.1.14
Q43043,3.1.1.11
Q9SKX2,3.1.1.11
Q42920,3.1.1.11
Q8VYZ3,3.1.1.11
Q9M3B0,3.1.1.11
O49298,3.1.1.11
P58601,3.1.1.11
Q3E989,3.1.1.11
P0C1A9,3.1.1.11
Q1PEC0,3.1.1.11
B0Y9F9,3.1.1.11
Q9MAL0,3.1.1.11
Q9SMY7,3.1.1.11
Q5MFV6,3.1.1.11
O48711,3.1.1.11
Q9STY3,3.1.1.11
E7CIP7,3.1.1.11
B3A0N5,3.6.1.5
O96559,3.6.1.5
O75355,3.6.1.5
Q6NQA8,3.6.1.5
Q2QYE1,3.6.1.5
P55772,3.6.1.5
B2T9B1,2.4.2.2
Q8CNH8,2.4.2.2
Q23588,2.4.2.2
B3EY95,2.8.3.18
B3FN88,2.7.8.40
O32274,2.7.8.40
Q0DIT2,3.2.1.21
B7ECS8,3.2.1.21
A1DBG6,3.2.1.21
P26208,3.2.1.21
Q4V3B3,3.2.1.21
P12614,3.2.1.21
P22505,3.2.1.21
P38645,3.2.1.21
P37702,3.2.1.21
Q25BW4,3.2.1.21
A3BMZ5,3.2.1.21
Q682B4,3.2.1.21
Q84YK7,3.2.1.21
Q7XSK2,3.2.1.21
B4JVW6,3.5.1.26
P30919,3.5.1.26
A8G3Q8,1.3.7.7
Q85X76,1.3.7.7
Q16DS0,1.3.7.7
Q9ZGE9,1.3.7.7
Q85A82,1.3.7.7
A4VHV6,2.4.2.4
P75052,2.4.2.4
Q11BH8,2.4.2.4
Q99N42,2.4.2.4
Q9SZZ8,1.14.15.24
Q9ZA33,1.1.1.384
Q9ALN5,1.1.1.384
B3VA58,2.4.1.153
B3VA59,2.4.1.335
Q88SF0,2.7.7.12
E8MF11,2.7.7.12
O33836,2.7.7.12
P08431,2.7.7.12
P0CN76,2.7.7.12
Q0ST91,2.7.7.12
P39575,2.7.7.12
B3XZI5,5.1.3.11
B8DZK4,5.1.3.11
E6UB41,5.1.3.11
F8WRK9,5.1.3.11
Q0T8F6,2.8.3.21
B7N7R2,6.2.1.48
Q0SYW9,3.6.1.40
Q15N19,3.6.1.40
Q3IDD5,3.6.1.40
Q9SAC0,5.2.1.12
B4FVP3,1.14.14.160
B4RGP0,2.7.7.106
B6JBS5,2.7.7.106
E5ASS2,2.7.7.106
Q47WW8,2.7.7.106
A7MR71,3.5.1.135
Q9RA13,3.5.1.135
B4XY98,2.1.1.302
B4XY99,1.14.13.189
B5BLW5,3.1.1.2
P54832,3.1.1.2
B5BSX1,1.14.14.152
Q83LM0,2.1.1.191
Q5SIT4,2.1.1.191
B5GMG2,4.2.3.108
B5GRC8,4.2.3.192
B5GS26,4.2.3.97
B5H7H3,4.2.3.182
B5HDJ6,4.2.3.181
F0T7W2,2.4.2.8
O27375,2.4.2.8
Q04178,2.4.2.8
P09383,2.4.2.8
P75119,2.4.2.8
P9WHQ9,2.4.2.8
Q02522,2.4.2.8
Q07010,2.4.2.8
P20035,2.4.2.8
P43152,2.4.2.8
B5L3F2,2.4.1.305
Q077R2,2.4.1.305
B5L3X1,2.4.1.304
C6CBG9,4.2.1.8
Q0I586,4.2.1.8
D9UNB2,4.2.1.8
A9KMJ6,4.2.1.8
Q82ZC9,4.2.1.8
Q9CF50,4.2.1.8
B5T072,2.4.1.343
B5UAT8,6.3.2.48
A8E534,1.14.11.27
Q54K96,1.14.11.27
Q5A847,1.14.11.27
Q6CIC9,1.14.11.27
P40034,1.14.11.27
Q75AL5,1.14.11.27
B5XK69,4.2.1.53
Q2RJW1,3.5.4.31
B6YUF8,3.5.4.31
O29265,3.5.4.31
O29701,3.5.4.31
Q6LX61,3.5.4.31
Q9KC82,3.5.4.31
Q58960,3.6.4.12
Q8U1P0,3.6.4.12
P43538,3.6.4.12
Q9CNL6,3.6.4.12
Q46259,3.6.4.12
P49519,3.6.4.12
A6WE36,3.6.4.12
Q6MHJ5,3.6.4.12
Q6BI60,3.6.4.12
O83097,3.6.4.12
Q4A6N6,3.6.4.12
P37469,3.6.4.12
P39145,3.6.4.12
Q26228,3.6.4.12
Q6ABX1,3.6.4.12
Q2TBU9,3.6.4.12
B5ZZ34,4.2.1.25
B6GX22,3.2.1.59
P40011,4.1.3.17
A1V5A8,4.1.3.17
Q9KPK1,4.1.3.17
Q9KBI9,4.1.3.17
B6K7U7,3.4.16.6
D0MVS1,3.4.16.6
O60123,3.4.16.6
P34946,3.4.16.6
Q752M5,3.4.16.6
P08819,3.4.16.6
E1VBT6,4.4.1.22
Q8GWP5,3.5.4.26
O24750,3.5.4.26
O66534,3.5.4.26
Q9Z735,3.5.4.26
P70814,3.5.4.26
P87241,3.5.4.26
P9WPH0,3.5.4.26
Q55158,3.5.4.26
Q89AB0,3.5.4.26
P57533,3.5.4.26
Q93WU2,2.1.1.146
Q9HHC4,6.5.1.6
B7GHM5,2.6.1.62
Q9ZKM5,2.6.1.62
Q8K9P0,2.6.1.62
Q9FCC2,2.6.1.62
P50277,2.6.1.62
Q2FVJ6,2.6.1.62
O66557,2.6.1.62
B7GPC7,3.2.1.96
P36911,3.2.1.96
P36912,3.2.1.96
P36913,3.2.1.96
B7JA34,1.1.1.374
B7QK46,2.3.2.5
Q9NXS2,2.3.2.5
Q54B14,2.3.2.5
Q9VRQ9,2.3.2.5
B7SB92,1.14.19.6
P59668,1.14.19.6
O05927,1.8.4.10
C3MIE1,1.8.4.10
P56860,1.8.4.10
C5D5A7,1.8.4.10
C1A1H0,1.8.4.10
Q9RFS6,1.8.4.10
Q87Q38,7.6.2.8
A1ABP5,7.6.2.8
B8ASK4,3.4.22.34
Q4R4T8,3.4.22.34
P09841,3.4.22.34
B8B4W4,4.1.99.5
B8BIM2,4.1.99.5
Q88S49,2.7.1.5
B5BJG7,2.7.1.5
Q8A1A3,2.7.1.5
A8AL31,4.1.2.19
Q14FN7,6.3.1.21
O58056,6.3.1.21
Q8D2R3,6.3.1.21
A8ACE0,6.3.1.21
B8GWW6,1.14.11.33
P0CB42,1.14.11.33
P37462,1.14.11.33
Q32L00,1.14.11.33
Q6P6J4,1.14.11.33
B2S9Y5,2.1.1.72
P50190,2.1.1.72
P44414,2.1.1.72
P25238,2.1.1.72
Q58015,2.1.1.72
P40813,2.1.1.72
P14827,2.1.1.72
Q89Z59,2.1.1.72
P50193,2.1.1.72
P43641,2.1.1.72
P24582,2.1.1.72
P50178,2.1.1.72
P00474,2.1.1.72
Q03055,2.1.1.72
Q49400,2.1.1.72
Q47282,2.1.1.72
Q58724,2.1.1.72
P21311,2.1.1.72
D2AC43,1.14.99.46
B8H1Z0,1.1.1.175
Q5LRD8,4.3.1.3
C5D4K1,4.3.1.3
Q54JI7,4.3.1.3
Q556V9,4.3.1.3
B5XIY2,4.3.1.3
C1CWB4,4.3.1.3
Q9HLI6,4.3.1.3
Q057R2,3.6.5.n1
Q7VRQ8,3.6.5.n1
Q8P173,3.6.5.n1
B8NI03,1.13.12.20
F5HN72,1.21.99.1
Q2UP30,3.4.24.39
C5JHY1,3.4.24.39
C5P3T4,3.4.24.39
C5NZY5,3.4.24.39
C5PIJ9,3.4.24.39
D4AJ87,3.4.24.39
E4UUX3,3.4.24.39
Q0UCJ2,3.4.24.39
B8NM74,1.14.18.1
Q92396,1.14.18.1
P33180,1.14.18.1
P06845,1.14.18.1
Q00234,1.14.18.1
D4AZV8,3.1.4.41
J3K844,3.1.4.41
Q59332,3.1.4.41
B8QHP1,1.14.14.80
B8QHP3,1.14.14.80
Q9CX98,1.14.14.80
Q9C788,1.14.14.80
B8RCD3,2.1.1.279
B8XY56,4.6.1.19
O00584,4.6.1.19
O61887,4.6.1.19
